,rank,lemma,PoS,freq,perMil,%caps,%allC,range,disp,blog,web,TVM,spok,fic,mag,news,acad,blogPM,webPM,TVMPM,spokPM,ficPM,magPM,newsPM,acadPM
3332,3333,sustain,v,22359,22.52,0.02,0.0,16627,0.95,2917,3205,947,1769,1181,3436,2623,6281,23.48,24.92,7.39,14.02,9.98,27.25,21.55,52.43
3341,3342,calm,v,22255,22.41,0.22,0.01,15677,0.95,1400,1518,9373,1731,4936,1623,1239,435,11.27,11.8,73.18,13.72,41.72,12.87,10.18,3.63
3357,3358,satisfy,v,22111,22.27,0.01,0.0,16977,0.96,2771,3622,1145,2080,2107,2975,2626,4785,22.3,28.16,8.94,16.49,17.81,23.59,21.57,39.94
3360,3361,withdraw,v,22109,22.26,0.03,0.0,15207,0.96,1874,2845,1337,3515,2724,2859,3694,3261,15.08,22.12,10.44,27.87,23.02,22.67,30.34,27.22
3375,3376,appoint,v,21949,22.1,0.02,0.0,13724,0.95,2344,4753,753,3274,735,2346,4625,3119,18.86,36.96,5.88,25.96,6.21,18.61,37.99,26.04
3382,3383,suit,v,21887,22.04,0.06,0.01,17918,0.97,2890,2822,2546,997,3471,4145,2180,2836,23.26,21.94,19.88,7.9,29.34,32.87,17.91,23.67
3390,3391,squeeze,v,21756,21.91,0.07,0.01,16363,0.93,1494,1480,2238,1333,8224,4036,2314,637,12.02,11.51,17.47,10.57,69.51,32.01,19.01,5.32
3393,3394,fade,v,21734,21.89,0.09,0.06,15691,0.93,1811,2144,1502,1099,8368,3316,2255,1239,14.58,16.67,11.73,8.71,70.72,26.3,18.52,10.34
3404,3405,document,v,21648,21.8,0.02,0.0,15545,0.93,2741,3448,579,1664,476,3061,2245,7434,22.06,26.81,4.52,13.19,4.02,24.28,18.44,62.06
3405,3406,crack,v,21623,21.77,0.06,0.01,17204,0.97,1830,2015,3338,2258,5545,3104,2719,814,14.73,15.67,26.06,17.9,46.86,24.62,22.33,6.8
3410,3411,shine,v,21543,21.69,0.06,0.01,15650,0.94,2086,2693,2989,998,6824,3528,1655,770,16.79,20.94,23.34,7.91,57.67,27.98,13.59,6.43
3414,3415,cheat,v,21523,21.67,0.06,0.01,11472,0.96,3554,3071,5441,2493,1937,2321,1572,1134,28.6,23.88,42.48,19.76,16.37,18.41,12.91,9.47
3421,3422,rip,v,21480,21.63,0.03,0.01,16239,0.97,2336,2101,4617,2237,5301,2557,2016,315,18.8,16.34,36.05,17.73,44.8,20.28,16.56,2.63
3422,3423,rank,v,21476,21.63,0.04,0.01,14071,0.93,3669,3423,281,843,343,3390,6368,3159,29.53,26.61,2.19,6.68,2.9,26.89,52.31,26.37
3424,3425,regulate,v,21437,21.59,0.02,0.0,11798,0.92,2844,3860,266,1902,270,3266,2508,6521,22.89,30.01,2.08,15.08,2.28,25.9,20.6,54.44
3435,3436,strengthen,v,21276,21.43,0.05,0.0,15288,0.94,2444,3486,395,1952,542,3686,2508,6263,19.67,27.1,3.08,15.48,4.58,29.23,20.6,52.28
3437,3438,entitle,v,21264,21.41,0.02,0.0,14782,0.95,4183,4543,1102,2223,1072,2283,1790,4068,33.66,35.32,8.6,17.62,9.06,18.11,14.7,33.96
3447,3448,research,v,21178,21.33,0.12,0.0,16134,0.95,4056,3919,887,1362,761,2861,2527,4805,32.64,30.47,6.93,10.8,6.43,22.69,20.76,40.11
3456,3457,tire,v,21067,21.22,0.06,0.01,11130,0.93,1656,1630,2448,1963,4796,4952,2580,1042,13.33,12.67,19.11,15.56,40.53,39.27,21.19,8.7
3462,3463,trace,v,21026,21.17,0.09,0.01,15551,0.97,1444,2322,2304,1486,3272,3440,2641,4116,11.62,18.05,17.99,11.78,27.65,27.28,21.69,34.36
3474,3475,explode,v,20874,21.02,0.04,0.03,15733,0.97,1936,2203,2711,2639,4719,3210,2613,843,15.58,17.13,21.17,20.92,39.88,25.46,21.46,7.04
3475,3476,cool,v,20868,21.01,0.14,0.01,13656,0.96,2467,2207,3028,1033,2639,5469,2630,1395,19.85,17.16,23.64,8.19,22.3,43.37,21.6,11.65
3479,3480,exceed,v,20855,21.0,0.01,0.0,15015,0.94,2674,4050,482,861,562,3266,3100,5860,21.52,31.49,3.76,6.83,4.75,25.9,25.46,48.92
3501,3502,render,v,20635,20.78,0.02,0.0,14147,0.94,2479,4832,639,675,1619,3202,1621,5568,19.95,37.57,4.99,5.35,13.68,25.39,13.32,46.48
3502,3503,shop,v,20625,20.77,0.05,0.01,14553,0.96,3482,2424,2387,2375,1918,3948,3552,538,28.02,18.85,18.64,18.83,16.21,31.31,29.18,4.49
3512,3513,tip,v,20573,20.72,0.21,0.08,15246,0.96,3516,2558,1790,1507,3907,4294,2142,859,28.3,19.89,13.98,11.95,33.02,34.05,17.59,7.17
3517,3518,float,v,20540,20.68,0.03,0.01,15105,0.94,1745,2047,1920,1607,7385,3175,1845,817,14.04,15.92,14.99,12.74,62.41,25.18,15.16,6.82
3519,3520,invent,v,20537,20.68,0.04,0.01,14892,0.98,2928,3285,2484,1784,2349,3634,1708,2365,23.56,25.54,19.39,14.14,19.85,28.82,14.03,19.74
3528,3529,edit,v,20462,20.61,0.14,0.03,13354,0.94,4183,4579,575,1044,802,3285,2265,3729,33.66,35.6,4.49,8.28,6.78,26.05,18.6,31.13
3536,3537,prompt,v,20380,20.52,0.02,0.0,16957,0.95,1958,2549,211,1527,1315,3562,5178,4080,15.76,19.82,1.65,12.11,11.11,28.25,42.53,34.06
3537,3538,function,v,20370,20.51,0.01,0.0,14933,0.93,2751,2825,900,1473,1083,2851,1423,7064,22.14,21.97,7.03,11.68,9.15,22.61,11.69,58.97
3540,3541,assert,v,20352,20.49,0.01,0.0,13387,0.92,2756,3067,235,780,643,2909,2214,7748,22.18,23.85,1.83,6.18,5.43,23.07,18.19,64.68
3544,3545,dump,v,20326,20.47,0.05,0.01,14845,0.98,2457,1928,4878,2169,3331,2377,2378,808,19.77,14.99,38.09,17.2,28.15,18.85,19.53,6.75
3557,3558,execute,v,20224,20.37,0.02,0.0,13811,0.97,2775,3858,1925,2335,1313,2807,2567,2644,22.33,30.0,15.03,18.51,11.1,22.26,21.09,22.07
3559,3560,trap,v,20197,20.34,0.05,0.01,14996,0.98,1828,2292,3940,2119,4033,2876,1828,1281,14.71,17.82,30.76,16.8,34.08,22.81,15.02,10.69
3571,3572,wander,v,19979,20.12,0.04,0.0,15012,0.93,1746,2081,2070,960,7449,2804,1845,1024,14.05,16.18,16.16,7.61,62.96,22.24,15.16,8.55
3575,3576,concern,v,19955,20.1,0.03,0.0,16062,0.96,2400,2905,1239,2547,1102,1991,2355,5416,19.32,22.59,9.67,20.19,9.31,15.79,19.34,45.21
3579,3580,warm,v,19926,20.07,0.06,0.01,13522,0.96,2994,2741,2029,1262,4021,4050,2005,824,24.1,21.31,15.84,10.01,33.98,32.12,16.47,6.88
3587,3588,admire,v,19872,20.01,0.02,0.0,15636,0.97,2551,2317,2054,1956,4414,3030,2208,1342,20.53,18.02,16.04,15.51,37.3,24.03,18.14,11.2
3588,3589,exclude,v,19871,20.01,0.01,0.0,13067,0.91,2357,3539,419,1188,443,1917,1912,8096,18.97,27.52,3.27,9.42,3.74,15.2,15.71,67.58
3601,3602,behave,v,19799,19.94,0.03,0.0,14614,0.98,3501,2999,2245,2295,2273,2596,1218,2671,28.18,23.32,17.53,18.19,19.21,20.59,10.0,22.3
3602,3603,rent,v,19783,19.92,0.05,0.01,13729,0.97,2291,2255,2989,1554,3144,2999,3725,826,18.44,17.53,23.34,12.32,26.57,23.78,30.6,6.9
3604,3605,motivate,v,19758,19.9,0.02,0.0,14723,0.94,3237,2858,628,1940,433,2504,2296,5862,26.05,22.22,4.9,15.38,3.66,19.86,18.86,48.94
3605,3606,attribute,v,19755,19.89,0.01,0.0,13960,0.92,2363,3521,245,856,543,2511,2372,7344,19.02,27.38,1.91,6.79,4.59,19.91,19.48,61.31
3615,3616,collapse,v,19671,19.81,0.01,0.0,15003,0.97,2196,2410,1411,2534,3925,2772,2599,1824,17.67,18.74,11.02,20.09,33.17,21.98,21.35,15.23
3616,3617,delay,v,19657,19.8,0.04,0.01,15158,0.95,2078,2590,1099,2763,1281,3351,3823,2672,16.72,20.14,8.58,21.91,10.83,26.58,31.4,22.31
3620,3621,facilitate,v,19617,19.75,0.02,0.0,12221,0.86,1961,2677,240,602,193,1494,931,11519,15.78,20.81,1.87,4.77,1.63,11.85,7.65,96.16
3624,3625,undergo,v,19593,19.73,0.01,0.0,14580,0.94,1885,2531,444,1374,765,3610,3412,5572,15.17,19.68,3.47,10.89,6.47,28.63,28.03,46.51
3629,3630,donate,v,19564,19.7,0.04,0.01,12771,0.95,4278,3229,1257,1906,787,2834,4153,1120,34.43,25.11,9.81,15.11,6.65,22.48,34.11,9.35
3633,3634,park,v,19555,19.69,0.05,0.01,13512,0.94,1718,1359,2809,1389,6785,2150,2996,349,13.83,10.57,21.93,11.01,57.34,17.05,24.61,2.91
3634,3635,enforce,v,19538,19.68,0.02,0.0,12431,0.94,3143,3633,434,2960,423,1896,2916,4133,25.3,28.25,3.39,23.47,3.57,15.04,23.95,34.5
3635,3636,recruit,v,19525,19.66,0.03,0.0,13469,0.95,2029,2124,981,1704,715,2770,4820,4382,16.33,16.51,7.66,13.51,6.04,21.97,39.59,36.58
3639,3640,integrate,v,19446,19.58,0.05,0.0,12632,0.9,2443,2597,284,865,326,2538,1405,8988,19.66,20.19,2.22,6.86,2.76,20.13,11.54,75.03
3640,3641,rate,v,19441,19.58,0.14,0.01,10379,0.91,1861,1915,340,1125,260,2824,5278,5838,14.98,14.89,2.65,8.92,2.2,22.4,43.35,48.74
3641,3642,pitch,v,19439,19.58,0.04,0.01,11641,0.93,2467,1679,1320,1123,2163,2911,7240,538,19.85,13.05,10.31,8.9,18.28,23.09,59.47,4.49
3650,3651,label,v,19402,19.54,0.03,0.0,13841,0.95,3405,3336,547,1381,1187,2910,2242,4394,27.4,25.94,4.27,10.95,10.03,23.08,18.42,36.68
3654,3655,mount,v,19389,19.53,0.05,0.01,14719,0.95,1460,2113,795,1382,2944,5021,2927,2747,11.75,16.43,6.21,10.96,24.88,39.82,24.04,22.93
3657,3658,absorb,v,19353,19.49,0.01,0.0,14486,0.95,2298,2660,802,1052,2633,4954,2210,2744,18.49,20.68,6.26,8.34,22.25,39.29,18.15,22.91
3663,3664,anticipate,v,19312,19.45,0.03,0.0,15921,0.97,2156,2458,806,2481,1939,2825,2648,3999,17.35,19.11,6.29,19.67,16.39,22.4,21.75,33.38
3666,3667,dedicate,v,19305,19.44,0.02,0.0,15987,0.96,3450,3440,1162,1574,977,2969,2906,2827,27.77,26.75,9.07,12.48,8.26,23.55,23.87,23.6
3670,3671,sense,v,19269,19.4,0.04,0.0,14426,0.94,1371,1798,2141,1507,6794,2635,1419,1604,11.03,13.98,16.72,11.95,57.42,20.9,11.66,13.39
3681,3682,exhibit,v,19166,19.3,0.06,0.01,12298,0.9,1628,2449,541,563,690,3242,1655,8398,13.1,19.04,4.22,4.46,5.83,25.71,13.59,70.11
3683,3684,interrupt,v,19158,19.29,0.03,0.01,14795,0.95,1066,1698,3705,2706,5785,1602,1288,1308,8.58,13.2,28.93,21.45,48.89,12.71,10.58,10.92
3686,3687,resign,v,19131,19.27,0.02,0.0,12968,0.94,2091,2489,1002,3958,1124,2278,5277,912,16.83,19.35,7.82,31.38,9.5,18.07,43.35,7.61
3691,3692,portray,v,19095,19.23,0.01,0.0,13776,0.95,2732,2813,277,2343,452,2990,3255,4233,21.99,21.87,2.16,18.58,3.82,23.71,26.74,35.34
3692,3693,hunt,v,19089,19.22,0.04,0.01,11880,0.95,1681,1766,3205,1171,3415,5099,1793,959,13.53,13.73,25.02,9.28,28.86,40.44,14.73,8.01
3693,3694,distinguish,v,19085,19.22,0.01,0.0,13672,0.91,1894,3276,303,905,1042,2781,1260,7624,15.24,25.47,2.37,7.17,8.81,22.06,10.35,63.64
3694,3695,melt,v,19071,19.2,0.07,0.01,12602,0.95,1931,2039,1904,1169,4017,4768,2418,825,15.54,15.85,14.87,9.27,33.95,37.81,19.86,6.89
3702,3703,dry,v,19030,19.16,0.03,0.01,13897,0.94,1724,1838,1716,986,4408,5222,1986,1150,13.87,14.29,13.4,7.82,37.25,41.41,16.31,9.6
3710,3711,trigger,v,18981,19.11,0.01,0.0,14342,0.96,2369,2696,1171,1886,1272,4303,2450,2834,19.07,20.96,9.14,14.95,10.75,34.13,20.12,23.66
3712,3713,seize,v,18961,19.09,0.04,0.0,14180,0.97,1488,2490,1365,2172,3074,2804,3554,2014,11.98,19.36,10.66,17.22,25.98,22.24,29.19,16.81
3713,3714,abuse,v,18959,19.09,0.02,0.0,12306,0.95,3154,3063,1247,3874,786,2055,3010,1770,25.38,23.82,9.74,30.71,6.64,16.3,24.72,14.78
3714,3715,mess,v,18949,19.08,0.03,0.01,14061,0.96,2527,1984,7897,1894,2179,1198,1097,173,20.34,15.43,61.66,15.02,18.42,9.5,9.01,1.44
3715,3716,punish,v,18930,19.06,0.02,0.0,13162,0.98,2905,3010,2758,2612,1793,1621,2000,2231,23.38,23.4,21.53,20.71,15.15,12.86,16.43,18.62
3717,3718,depict,v,18922,19.05,0.01,0.0,12342,0.92,1700,2368,263,757,819,3723,2430,6862,13.68,18.41,2.05,6.0,6.92,29.53,19.96,57.28
3722,3723,flip,v,18889,18.97,0.09,0.01,13745,0.95,2191,2008,2685,1633,5820,2501,1631,364,17.63,15.61,20.96,12.95,49.19,19.83,13.4,3.04
3728,3729,overlook,v,18846,18.98,0.03,0.0,15871,0.96,2294,2240,730,1123,2641,3817,3258,2743,18.46,17.42,5.7,8.9,22.32,30.27,26.76,22.9
3731,3732,resemble,v,18824,18.96,0.01,0.0,15090,0.95,1753,2318,466,495,3416,4410,2362,3604,14.11,18.02,3.64,3.92,28.87,34.97,19.4,30.09
3736,3737,skip,v,18743,18.87,0.12,0.01,14519,0.97,2840,2619,3198,1038,3163,3101,2037,747,22.86,20.36,24.97,8.23,26.73,24.59,16.73,6.24
3738,3739,brush,v,18733,18.86,0.1,0.0,13399,0.91,1342,1454,1389,818,8061,3618,1613,438,10.8,11.31,10.85,6.49,68.13,28.69,13.25,3.66
3747,3748,rescue,v,18665,18.8,0.09,0.01,13125,0.98,1680,2481,2935,2987,2665,2259,2568,1090,13.52,19.29,22.92,23.68,22.52,17.92,21.09,9.1
3756,3757,praise,v,18574,18.7,0.11,0.01,13978,0.97,2608,3207,1326,1827,1422,2615,3337,2232,20.99,24.94,10.35,14.48,12.02,20.74,27.41,18.63
3788,3789,reinforce,v,18342,18.47,0.02,0.0,13190,0.91,2080,2221,349,1150,603,2539,1629,7771,16.74,17.27,2.72,9.12,5.1,20.14,13.38,64.87
3793,3794,reverse,v,18304,18.43,0.04,0.01,14355,0.97,2358,2626,1279,1962,1205,2983,2572,3319,18.98,20.42,9.99,15.55,10.18,23.66,21.13,27.71
3795,3796,injure,v,18288,18.42,0.01,0.0,13403,0.95,2139,2527,1317,3563,1071,1972,4473,1226,17.21,19.65,10.28,28.25,9.05,15.64,36.74,10.23
3800,3801,copy,v,18254,18.38,0.18,0.01,10914,0.96,2881,3715,4527,700,1548,2149,998,1751,23.19,28.89,35.35,5.55,13.08,17.04,8.2,14.62
3805,3806,desire,v,18224,18.35,0.01,0.0,12651,0.94,2854,3859,836,407,1581,3626,1504,3557,22.97,30.0,6.53,3.23,13.36,28.76,12.35,29.69
3811,3812,interact,v,18183,18.31,0.02,0.0,12649,0.93,3315,3310,461,1018,517,2599,1115,5848,26.68,25.74,3.6,8.07,4.37,20.61,9.16,48.82
3817,3818,stuff,v,18158,18.29,0.07,0.01,14562,0.96,1959,1661,3096,1521,4913,2550,2179,279,15.77,12.91,24.17,12.06,41.52,20.22,17.9,2.33
3821,3822,plead,v,18129,18.26,0.02,0.0,12898,0.95,1157,1892,1560,3303,2978,1873,4416,950,9.31,14.71,12.18,26.19,25.17,14.85,36.27,7.93
3835,3836,diagnose,v,18030,18.16,0.02,0.0,11051,0.95,2399,2520,767,2034,612,3869,2292,3537,19.31,19.59,5.99,16.13,5.17,30.68,18.83,29.53
3837,3838,swallow,v,18013,18.14,0.03,0.0,13175,0.91,1360,1761,2076,859,7954,2094,1094,815,10.95,13.69,16.21,6.81,67.22,16.61,8.99,6.8
3838,3839,initiate,v,18004,18.13,0.05,0.0,12792,0.92,1740,2746,1372,841,747,2230,1396,6932,14.0,21.35,10.71,6.67,6.31,17.69,11.47,57.87
3840,3841,restrict,v,17989,18.12,0.02,0.0,13156,0.94,2433,3106,346,1233,446,2527,2386,5512,19.58,24.15,2.7,9.78,3.77,20.04,19.6,46.01
3842,3843,advocate,v,17982,18.11,0.02,0.0,12756,0.94,3684,2891,276,1892,195,1902,2165,4977,29.65,22.48,2.15,15.0,1.65,15.08,17.78,41.55
3845,3846,shrug,v,17959,18.09,0.05,0.0,10538,0.82,1077,1085,126,270,12985,1269,969,178,8.67,8.44,0.98,2.14,109.74,10.06,7.96,1.49
3854,3855,ship,v,17891,18.02,0.03,0.0,12569,0.97,2819,2845,1656,1468,1441,3578,2816,1268,22.69,22.12,12.93,11.64,12.18,28.38,23.13,10.59
3856,3857,rape,v,17887,17.35,0.02,0.01,7544,0.94,3534,2803,3278,3063,1096,1355,1576,522,28.44,21.79,25.59,24.28,9.26,10.75,12.95,4.36
3858,3859,tackle,v,17881,18.01,0.03,0.01,13250,0.94,3011,2664,549,1539,764,3133,4888,1333,24.23,20.71,4.29,12.2,6.46,24.85,40.15,11.13
3860,3861,compose,v,17863,17.99,0.03,0.0,12837,0.93,1649,2848,447,677,2093,2739,1496,5914,13.27,22.14,3.49,5.37,17.69,21.72,12.29,49.37
3873,3874,lend,v,17776,17.9,0.03,0.0,13932,0.97,2427,2560,1401,1295,1525,3072,2558,2938,19.53,19.9,10.94,10.27,12.89,24.36,21.01,24.53
3875,3876,project,v,17755,17.88,0.03,0.0,13646,0.96,2575,2829,586,1414,1054,2807,2946,3544,20.72,22.0,4.58,11.21,8.91,22.26,24.2,29.58
3876,3877,govern,v,17753,17.88,0.02,0.0,12275,0.94,2470,3462,345,2032,509,2075,2117,4743,19.88,26.92,2.69,16.11,4.3,16.46,17.39,39.59
3889,3890,ease,v,17652,17.78,0.05,0.0,14330,0.95,1404,1628,1165,1437,4657,3175,2883,1303,11.3,12.66,9.1,11.39,39.36,25.18,23.68,10.88
3904,3905,devote,v,17555,17.68,0.01,0.0,14470,0.95,1928,2396,564,1410,1070,3336,2717,4134,15.52,18.63,4.4,11.18,9.04,26.46,22.32,34.51
3905,3906,speed,v,17549,17.67,0.04,0.01,13900,0.97,1873,2104,1738,1634,3323,3354,2461,1062,15.07,16.36,13.57,12.95,28.08,26.6,20.21,8.87
3911,3912,top,v,17509,17.63,0.09,0.01,14631,0.94,1964,1900,899,1372,1599,4858,4397,520,15.81,14.77,7.02,10.88,13.51,38.53,36.12,4.34
3914,3915,endure,v,17500,17.62,0.01,0.0,14329,0.97,2286,2850,931,1340,2389,3098,2761,1871,18.4,22.16,7.27,10.62,20.19,24.57,22.68,15.62
3929,3930,cope,v,17404,17.53,0.06,0.01,10736,0.9,1509,1749,580,1476,791,2416,1883,7000,12.14,13.6,4.53,11.7,6.69,19.16,15.47,58.44
3933,3934,spill,v,17398,17.52,0.04,0.01,13150,0.95,1403,1560,2155,1418,5332,2275,2030,1225,11.29,12.13,16.83,11.24,45.06,18.04,16.67,10.23
3936,3937,protest,v,17387,17.51,0.03,0.01,12573,0.96,2198,2108,698,2479,3205,2015,3038,1646,17.69,16.39,5.45,19.65,27.09,15.98,24.95,13.74
3938,3939,please,v,17377,17.5,0.02,0.01,13695,0.97,2080,2744,3409,1360,3697,1773,1436,878,16.74,21.34,26.62,10.78,31.25,14.06,11.8,7.33
3941,3942,march,v,17363,17.48,0.06,0.01,12188,0.98,1461,1876,1691,2211,3892,2901,2382,949,11.76,14.59,13.2,17.53,32.89,23.01,19.57,7.92
3945,3946,tune,v,17352,17.47,0.08,0.01,13641,0.95,2402,1977,1237,4704,1672,2675,1757,928,19.33,15.37,9.66,37.29,14.13,21.21,14.43,7.75
3946,3947,slam,v,17345,17.47,0.08,0.04,12028,0.9,1233,1401,1340,1478,8442,1585,1606,260,9.92,10.89,10.46,11.72,71.35,12.57,13.19,2.17
3956,3957,convict,v,17257,17.38,0.01,0.0,10533,0.93,1409,2130,1299,4966,415,1575,4537,926,11.34,16.56,10.14,39.37,3.51,12.49,37.27,7.73
3957,3958,boost,v,17241,17.36,0.04,0.01,13815,0.93,2219,2083,524,1116,486,5383,4170,1260,17.86,16.2,4.09,8.85,4.11,42.69,34.25,10.52
3961,3962,persuade,v,17229,17.35,0.01,0.0,13644,0.96,1737,2257,837,1752,1916,2837,3535,2358,13.98,17.55,6.54,13.89,16.19,22.5,29.04,19.68
3962,3963,undermine,v,17226,17.35,0.01,0.0,12570,0.94,2244,2421,447,2078,358,2253,2360,5065,18.06,18.82,3.49,16.47,3.03,17.87,19.39,42.28
3977,3978,harm,v,17109,17.23,0.04,0.0,12551,0.97,3096,2579,2236,1975,1483,1823,1875,2042,24.92,20.05,17.46,15.66,12.53,14.46,15.4,17.05
3985,3986,omit,v,17050,17.17,0.08,0.06,5012,0.28,645,1424,76,139,1365,1727,571,11103,5.19,11.07,0.59,1.1,11.54,13.7,4.69,92.69
3987,3988,volunteer,v,17024,17.14,0.06,0.01,12308,0.97,2457,2528,1707,1532,1734,2181,2913,1972,19.77,19.66,13.33,12.15,14.65,17.3,23.93,16.46
3989,3990,hook,v,17012,17.13,0.05,0.01,13127,0.97,1829,1611,3960,1445,3001,3054,1754,357,14.72,12.53,30.92,11.46,25.36,24.22,14.41,2.98
3990,3991,suspend,v,17011,17.13,0.03,0.0,12574,0.96,1633,2403,1228,2071,1808,2132,3930,1806,13.14,18.68,9.59,16.42,15.28,16.91,32.28,15.08
3995,3996,consult,v,16987,17.11,0.06,0.0,13499,0.97,1847,2718,1267,1370,1771,3051,2198,2765,14.86,21.13,9.89,10.86,14.97,24.2,18.05,23.08
4010,4011,utilize,v,16898,17.02,0.03,0.0,11132,0.9,3265,2715,272,532,228,1628,811,7447,26.28,21.11,2.12,4.22,1.93,12.91,6.66,62.17
4014,4015,guard,v,16876,16.99,0.14,0.04,12424,0.97,1444,1874,2388,1104,2968,2287,3735,1076,11.62,14.57,18.65,8.75,25.08,18.14,30.68,8.98
4019,4020,download,v,16856,16.97,0.1,0.01,9333,0.91,4762,4997,960,781,483,2792,1091,989,38.32,38.85,7.5,6.19,4.08,22.14,8.96,8.26
4035,4036,damn,v,16761,16.88,0.4,0.01,11562,0.91,1806,1347,7022,682,4566,666,418,252,14.53,10.47,54.83,5.41,38.59,5.28,3.43,2.1
4038,4039,award,v,16728,16.85,0.06,0.01,11928,0.95,1951,2717,489,1255,509,2631,4064,3112,15.7,21.13,3.82,9.95,4.3,20.87,33.38,25.98
4046,4047,finance,v,16685,16.8,0.07,0.01,11686,0.94,2338,2354,447,1492,396,2691,4211,2756,18.82,18.3,3.49,11.83,3.35,21.34,34.59,23.01
4050,4051,echo,v,16668,16.79,0.07,0.01,13386,0.95,1327,1583,733,922,4340,2484,2505,2773,10.68,12.31,5.72,7.31,36.68,19.7,20.58,23.15
4054,4055,program,v,16652,16.77,0.1,0.01,11579,0.96,2310,2860,1233,1287,1011,2436,2574,2941,18.59,22.24,9.63,10.2,8.54,19.32,21.14,24.55
4055,4056,endorse,v,16646,16.76,0.01,0.0,11563,0.94,2773,2582,330,3062,180,1765,2742,3212,22.32,20.08,2.58,24.28,1.52,14.0,22.52,26.81
4058,4059,flash,v,16627,16.74,0.1,0.02,11599,0.9,1208,1345,1283,738,8127,2038,1513,375,9.72,10.46,10.02,5.85,68.69,16.16,12.43,3.13
4063,4064,frame,v,16594,16.71,0.05,0.01,12103,0.96,1822,1930,1319,1147,2423,2777,1462,3714,14.66,15.01,10.3,9.09,20.48,22.02,12.01,31.0
4064,4065,administer,v,16592,16.71,0.01,0.0,10365,0.9,1170,2290,491,871,613,1907,1664,7586,9.42,17.81,3.83,6.91,5.18,15.12,13.67,63.33
4067,4068,distract,v,16563,16.68,0.03,0.0,13029,0.97,2421,2307,2468,1266,4072,1789,1231,1009,19.48,17.94,19.27,10.04,34.41,14.19,10.11,8.42
4071,4072,value,v,16523,16.64,0.03,0.0,11991,0.95,2850,2513,622,830,744,2549,2177,4238,22.94,19.54,4.86,6.58,6.29,20.22,17.88,35.38
4078,4079,confess,v,16468,16.58,0.03,0.0,11663,0.98,1572,2152,2914,2131,2957,2181,1474,1087,12.65,16.73,22.75,16.89,24.99,17.3,12.11,9.07
4080,4081,picture,v,16439,16.55,0.18,0.02,12462,0.96,1781,1724,1780,1130,4471,2905,1518,1130,14.33,13.4,13.9,8.96,37.79,23.04,12.47,9.43
4081,4082,rock,v,16432,16.55,0.1,0.02,12260,0.96,1761,1663,3200,1587,4071,2182,1578,390,14.17,12.93,24.99,12.58,34.41,17.3,12.96,3.26
4090,4091,prohibit,v,16370,16.49,0.02,0.0,10446,0.93,2184,3479,367,1151,276,1979,3001,3933,17.58,27.05,2.87,9.13,2.33,15.69,24.65,32.83
4097,4098,average,v,16343,16.46,0.02,0.0,10432,0.91,2105,1915,111,449,124,2670,6162,2807,16.94,14.89,0.87,3.56,1.05,21.18,50.62,23.43
4100,4101,heal,v,16325,16.44,0.03,0.01,11154,0.98,2263,2667,2710,1648,2324,2314,1387,1012,18.21,20.74,21.16,13.07,19.64,18.35,11.39,8.45
4102,4103,cheer,v,16318,16.43,0.13,0.06,11864,0.97,1820,1635,3862,2225,2585,1694,2178,319,14.65,12.71,30.15,17.64,21.85,13.43,17.89,2.66
4112,4113,twist,v,16274,16.39,0.03,0.01,12112,0.91,1413,1560,1576,767,7476,2082,933,467,11.37,12.13,12.31,6.08,63.18,16.51,7.66,3.9
4116,4117,rebuild,v,16256,16.37,0.04,0.0,11551,0.95,2236,1994,993,3178,808,2285,3582,1180,18.0,15.5,7.75,25.2,6.83,18.12,29.42,9.85
4120,4121,age,v,16238,16.35,0.08,0.01,11359,0.95,1781,2430,635,1122,1203,3463,2615,2989,14.33,18.89,4.96,8.9,10.17,27.46,21.48,24.95
4122,4123,convey,v,16221,16.33,0.01,0.0,11840,0.94,2003,2906,384,1024,1334,2358,1422,4790,16.12,22.59,3.0,8.12,11.27,18.7,11.68,39.99
4125,4126,debate,v,16195,16.31,0.02,0.0,12865,0.96,2810,2461,482,3610,920,1771,2205,1936,22.62,19.13,3.76,28.62,7.78,14.05,18.11,16.16
4130,4131,fold,v,16148,16.26,0.1,0.0,11678,0.91,1009,1138,1053,622,6954,3061,1718,593,8.12,8.85,8.22,4.93,58.77,24.28,14.11,4.95
4139,4140,await,v,16102,16.22,0.03,0.0,13743,0.97,1692,1837,1426,1406,2638,2641,3110,1352,13.62,14.28,11.13,11.15,22.3,20.95,25.55,11.29
4144,4145,greet,v,16069,16.18,0.02,0.0,13050,0.94,1253,1539,843,1270,4947,2656,2621,940,10.08,11.97,6.58,10.07,41.81,21.06,21.53,7.85
4151,4152,assemble,v,16017,16.13,0.05,0.0,12726,0.96,1422,2247,865,1105,1598,3984,2676,2120,11.44,17.47,6.75,8.76,13.51,31.6,21.98,17.7
4156,4157,modify,v,16000,16.11,0.04,0.0,10935,0.92,2075,3498,479,623,538,2065,1020,5702,16.7,27.2,3.74,4.94,4.55,16.38,8.38,47.6
4157,4158,signal,v,15998,16.11,0.02,0.0,12243,0.95,1268,2065,573,1200,2504,2763,2124,3501,10.2,16.06,4.47,9.51,21.16,21.91,17.45,29.23
